SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX,trial_set_description
T105000-6,T105000-6-0048,,,,WEIGHT,Weight,BRAIN,1.905,g,30,F,Control
T105000-6,T105000-6-0048,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.90305,%,30,F,Control
T105000-6,T105000-6-0048,,,,WEIGHT,Weight,HEART,0.659,g,30,F,Control
T105000-6,T105000-6-0048,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31239,%,30,F,Control
T105000-6,T105000-6-0048,,,,WEIGHT,Weight,LIVER,8.282,g,30,F,Control
T105000-6,T105000-6-0048,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.926,%,30,F,Control
T105000-6,T105000-6-0048,,,,WEIGHT,Weight,KIDNEYS,1.531,g,30,F,Control
T105000-6,T105000-6-0048,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.72576,%,30,F,Control
T105000-6,T105000-6-0048,,,,WEIGHT,Weight,OVARIES,0.203,g,30,F,Control
T105000-6,T105000-6-0048,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.45129,%,30,F,Control
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,ADRENAL GLANDS,0.066,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.32401,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,SPLEEN,0.614,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22378,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,THYMUS,0.411,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.1498,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,BRAIN,2.003,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.73003,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,HEART,0.834,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,HEART,0.30397,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,LIVER,13.081,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.7676,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,KIDNEYS,2.308,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.8412,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,TESTES,3.248,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.1838,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,EPIDIDYMIDES,0.984,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.35864,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,PROSTATE GLAND,0.624,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.22743,%,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,WEIGHT,Weight,SEMINAL VESICLES,0.889,g,29,M,Dose group 1
T105000-6,T105000-6-0013,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02406,%,29,M,Dose group 1
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,BRAIN,1.985,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.20917,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,HEART,0.813,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,HEART,0.27384,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,LIVER,11.674,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.9322,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,KIDNEYS,2.355,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.79324,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,TESTES,3.137,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.0566,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,EPIDIDYMIDES,1.272,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.42845,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,PROSTATE GLAND,0.852,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.28698,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,SEMINAL VESICLES,1.057,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.35603,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,ADRENAL GLANDS,0.088,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02964,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,SPLEEN,0.6,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.2021,%,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,WEIGHT,Weight,THYMUS,0.621,g,31,M,Dose group 2
T105000-6,T105000-6-0029,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.66861,%,31,M,Dose group 2
T105000-6,T105000-6-0041,,,,WEIGHT,Weight,BRAIN,2.006,g,30,F,Control
T105000-6,T105000-6-0041,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.14886,%,30,F,Control
T105000-6,T105000-6-0041,,,,WEIGHT,Weight,HEART,0.963,g,30,F,Control
T105000-6,T105000-6-0041,,,,OWBW,Organ to Body Weight Ratio,HEART,0.44937,%,30,F,Control
T105000-6,T105000-6-0041,,,,WEIGHT,Weight,LIVER,7.958,g,30,F,Control
T105000-6,T105000-6-0041,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7135,%,30,F,Control
T105000-6,T105000-6-0041,,,,WEIGHT,Weight,KIDNEYS,1.567,g,30,F,Control
T105000-6,T105000-6-0041,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.73121,%,30,F,Control
T105000-6,T105000-6-0041,,,,WEIGHT,Weight,OVARIES,0.191,g,30,F,Control
T105000-6,T105000-6-0041,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.08913,%,30,F,Control
T105000-6,T105000-6-0041,,,,WEIGHT,Weight,UTERUS,0.578,g,30,F,Control
T105000-6,T105000-6-0041,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.26971,%,30,F,Control
T105000-6,T105000-6-0041,,,,WEIGHT,Weight,ADRENAL GLANDS,0.076,g,30,F,Control
T105000-6,T105000-6-0041,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03546,%,30,F,Control
T105000-6,T105000-6-0041,,,,WEIGHT,Weight,SPLEEN,0.394,g,30,F,Control
T105000-6,T105000-6-0041,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18385,%,30,F,Control
T105000-6,T105000-6-0041,,,,WEIGHT,Weight,THYMUS,0.319,g,30,F,Control
T105000-6,T105000-6-0041,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.93607,%,30,F,Control
T105000-6,T105000-6-0064,,,,WEIGHT,Weight,BRAIN,1.942,g,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.18248,%,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,WEIGHT,Weight,HEART,0.686,g,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31139,%,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,WEIGHT,Weight,LIVER,9.659,g,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.3845,%,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,WEIGHT,Weight,KIDNEYS,1.528,g,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.6936,%,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,WEIGHT,Weight,OVARIES,0.174,g,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.07898,%,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,WEIGHT,Weight,UTERUS,0.726,g,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.32955,%,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,WEIGHT,Weight,ADRENAL GLANDS,0.067,g,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03041,%,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,WEIGHT,Weight,SPLEEN,0.468,g,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21244,%,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,WEIGHT,Weight,THYMUS,0.402,g,30,F,Dose group 2
T105000-6,T105000-6-0064,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.88152,%,30,F,Dose group 2
T105000-6,T105000-6-0073,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,KIDNEYS,,,,F,Dose group 3
T105000-6,T105000-6-0073,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,LIVER,,,,F,Dose group 3
T105000-6,T105000-6-0073,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,HEART,,,,F,Dose group 3
T105000-6,T105000-6-0073,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,BRAIN,,,,F,Dose group 3
T105000-6,T105000-6-0073,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,THYMUS,,,,F,Dose group 3
T105000-6,T105000-6-0073,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,UTERUS,,,,F,Dose group 3
T105000-6,T105000-6-0073,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,ADRENAL GLANDS,,,,F,Dose group 3
T105000-6,T105000-6-0073,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,SPLEEN,,,,F,Dose group 3
T105000-6,T105000-6-0073,,NOT DONE,"Animal was prematurely sacrificed, no organ weights were recorded.",WEIGHT,Weight,OVARIES,,,,F,Dose group 3
T105000-6,T105000-6-0052,,,,WEIGHT,Weight,BRAIN,1.927,g,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.21511,%,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,WEIGHT,Weight,HEART,0.756,g,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,OWBW,Organ to Body Weight Ratio,HEART,0.37385,%,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,WEIGHT,Weight,LIVER,8.489,g,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1979,%,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,WEIGHT,Weight,KIDNEYS,1.441,g,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.71258,%,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,WEIGHT,Weight,OVARIES,0.136,g,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06725,%,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,WEIGHT,Weight,UTERUS,0.978,g,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.48363,%,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,WEIGHT,Weight,ADRENAL GLANDS,0.068,g,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03363,%,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,WEIGHT,Weight,SPLEEN,0.364,g,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18,%,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,WEIGHT,Weight,THYMUS,0.435,g,30,F,Dose group 1
T105000-6,T105000-6-0052,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.95291,%,30,F,Dose group 1
T105000-6,T105000-6-0063,,,,WEIGHT,Weight,OVARIES,0.154,g,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.86809,%,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,WEIGHT,Weight,UTERUS,0.625,g,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.2575,%,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,WEIGHT,Weight,ADRENAL GLANDS,0.086,g,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03543,%,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,WEIGHT,Weight,SPLEEN,0.489,g,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20147,%,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,WEIGHT,Weight,THYMUS,0.465,g,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.19158,%,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,WEIGHT,Weight,BRAIN,2.021,g,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.83266,%,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,WEIGHT,Weight,HEART,0.768,g,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31642,%,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.0694,%,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,WEIGHT,Weight,KIDNEYS,2.107,g,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06345,%,30,F,Dose group 2
T105000-6,T105000-6-0063,,,,WEIGHT,Weight,LIVER,9.877,g,30,F,Dose group 2
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,BRAIN,1.824,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.19445,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,HEART,0.951,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,HEART,0.35426,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,LIVER,10.91,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.0641,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,KIDNEYS,1.852,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.6899,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,TESTES,3.08,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.1473,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,EPIDIDYMIDES,1.007,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.37512,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,PROSTATE GLAND,0.718,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.26747,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,SEMINAL VESICLES,0.65,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.24214,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,ADRENAL GLANDS,0.047,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01751,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,SPLEEN,0.543,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20228,%,29,M,Control
T105000-6,T105000-6-0004,,,,WEIGHT,Weight,THYMUS,0.522,g,29,M,Control
T105000-6,T105000-6-0004,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.67947,%,29,M,Control
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,BRAIN,1.996,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.21584,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,HEART,1.026,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32614,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,LIVER,12.929,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1099,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,KIDNEYS,1.998,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.63512,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,TESTES,3.352,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.0655,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,EPIDIDYMIDES,0.963,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.30612,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,PROSTATE GLAND,0.61,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.19391,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,SEMINAL VESICLES,0.923,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.2934,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,ADRENAL GLANDS,0.051,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01621,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,SPLEEN,0.62,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19709,%,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,WEIGHT,Weight,THYMUS,0.679,g,29,M,Dose group 1
T105000-6,T105000-6-0015,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.63449,%,29,M,Dose group 1
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,ADRENAL GLANDS,0.061,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.50035,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,SPLEEN,0.47,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.17497,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,THYMUS,0.217,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.08079,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,BRAIN,1.973,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.73451,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,HEART,0.829,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,HEART,0.30862,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,LIVER,11.959,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.4521,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,KIDNEYS,2.11,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.78551,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,TESTES,3.26,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.2136,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,EPIDIDYMIDES,0.957,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.35627,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,PROSTATE GLAND,0.354,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.13179,%,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,WEIGHT,Weight,SEMINAL VESICLES,1.344,g,31,M,Dose group 3
T105000-6,T105000-6-0039,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02271,%,31,M,Dose group 3
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,BRAIN,2.075,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.21598,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,HEART,1.093,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,HEART,0.34921,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,LIVER,14.864,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.749,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,ADRENAL GLANDS,0.086,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02748,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,SPLEEN,0.744,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.23771,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,THYMUS,0.548,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17509,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,KIDNEYS,2.495,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.79715,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,TESTES,3.956,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.2639,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,EPIDIDYMIDES,1.181,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.37733,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,PROSTATE GLAND,0.645,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.20608,%,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,WEIGHT,Weight,SEMINAL VESICLES,0.676,g,29,M,Dose group 2
T105000-6,T105000-6-0027,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.66296,%,29,M,Dose group 2
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,THYMUS,0.416,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20471,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,BRAIN,1.955,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.70834,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,HEART,0.928,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33623,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,LIVER,11.098,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.021,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,KIDNEYS,2.265,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.82066,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,TESTES,3.45,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.25,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,EPIDIDYMIDES,1.193,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.43225,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,PROSTATE GLAND,0.932,g,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.33768,%,31,M,Dose group 3
T105000-6,T105000-6-0032,,,,WEIGHT,Weight,SEMINAL VESICLES,0.982,g,31,M,Dose group 3
