USUBJID,STUDYID,DOSDUR,ROUTE,LBTEST,LBTESTCD,LBCAT,LBORRES,LBORRESU,LBMETHOD,LBSPEC,SEX,INITBW,BWORRESU,SPECIES,STRAIN,TRTV,START_YEAR,AGE,ANESTHETICS
T100541-1-0006,T100541-1,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.1,mmol/l,iBroker:K,SERUM,M,179,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0006,T100541-1,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,M,179,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0007,T100541-1,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.79,mmol/l,iBroker:Ca,SERUM,M,180,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0007,T100541-1,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,7.5,mmol/l,iBroker:K,SERUM,M,180,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0007,T100541-1,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,151,mmol/l,iBroker:Na,SERUM,M,180,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0008,T100541-1,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0008,T100541-1,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,7.2,mmol/l,iBroker:K,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0008,T100541-1,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.83,mmol/l,iBroker:Ca,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0009,T100541-1,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,149,mmol/l,iBroker:Na,SERUM,M,188,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0009,T100541-1,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.03,mmol/l,iBroker:Ca,SERUM,M,188,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0009,T100541-1,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.7,mmol/l,iBroker:K,SERUM,M,188,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0010,T100541-1,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.85,mmol/l,iBroker:Ca,SERUM,M,177,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0010,T100541-1,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,7.2,mmol/l,iBroker:K,SERUM,M,177,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100541-1-0010,T100541-1,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na,SERUM,M,177,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,6,CO2/air
T100555-6-0001,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0001,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.7,mmol/l,iBroker:K,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0001,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.84,mmol/l,iBroker:Ca,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0002,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,175,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0002,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.5,mmol/l,iBroker:K,SERUM,M,175,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0002,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.94,mmol/l,iBroker:Ca,SERUM,M,175,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0003,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.01,mmol/l,iBroker:Ca,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0003,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0003,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.8,mmol/l,iBroker:K,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0004,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.07,mmol/l,iBroker:Ca,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0004,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.5,mmol/l,iBroker:K,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0004,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,208,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0005,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0005,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.27,mmol/l,iBroker:Ca,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0005,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.1,mmol/l,iBroker:K,SERUM,M,189,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0006,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,7.5,mmol/l,iBroker:K,SERUM,M,184,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0006,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.94,mmol/l,iBroker:Ca,SERUM,M,184,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0006,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na,SERUM,M,184,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0007,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,177,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0007,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.5,mmol/l,iBroker:K,SERUM,M,177,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0007,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.05,mmol/l,iBroker:Ca,SERUM,M,177,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0008,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,151,mmol/l,iBroker:Na,SERUM,M,178,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0008,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.21,mmol/l,iBroker:Ca,SERUM,M,178,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0008,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.4,mmol/l,iBroker:K,SERUM,M,178,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0009,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.8,mmol/l,iBroker:K,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0009,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.06,mmol/l,iBroker:Ca,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0009,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0010,T100555-6,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,146,mmol/l,iBroker:Na,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0010,T100555-6,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.5,mmol/l,iBroker:K,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T100555-6-0010,T100555-6,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,3.03,mmol/l,iBroker:Ca,SERUM,M,194,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2013,7,CO2/air
T101220-6-0001,T101220-6,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,151,mmol/l,iBroker:Na-ISE,SERUM,M,201,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0001,T101220-6,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,5.2,mmol/l,iBroker:K-ISE,SERUM,M,201,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0001,T101220-6,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,1.74,mmol/l,iBroker:P,SERUM,M,201,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0002,T101220-6,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,1.97,mmol/l,iBroker:P,SERUM,M,214,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0002,T101220-6,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na-ISE,SERUM,M,214,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0002,T101220-6,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,6.6,mmol/l,iBroker:K-ISE,SERUM,M,214,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0003,T101220-6,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,5.3,mmol/l,iBroker:K-ISE,SERUM,M,198,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0003,T101220-6,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,1.16,mmol/l,iBroker:P,SERUM,M,198,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0003,T101220-6,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,145,mmol/l,iBroker:Na-ISE,SERUM,M,198,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0004,T101220-6,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,144,mmol/l,iBroker:Na-ISE,SERUM,M,218,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0004,T101220-6,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,6.1,mmol/l,iBroker:K-ISE,SERUM,M,218,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0004,T101220-6,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,1.86,mmol/l,iBroker:P,SERUM,M,218,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0005,T101220-6,4 week,ORAL GAVAGE,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na-ISE,SERUM,M,204,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0005,T101220-6,4 week,ORAL GAVAGE,Potassium,K,CLINICAL CHEMISTRY,5.1,mmol/l,iBroker:K-ISE,SERUM,M,204,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101220-6-0005,T101220-6,4 week,ORAL GAVAGE,Phosphate,PHOS,CLINICAL CHEMISTRY,1.62,mmol/l,iBroker:P,SERUM,M,204,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,8,CO2/air
T101352-2-0001,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,151,mmol/l,iBroker:Na-ISE,SERUM,M,181,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0001,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.09,mmol/l,iBroker:P,SERUM,M,181,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0001,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.3,mmol/l,iBroker:K-ISE,SERUM,M,181,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0002,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.44,mmol/l,iBroker:P,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0002,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,148,mmol/l,iBroker:Na-ISE,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0002,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,7.9,mmol/l,iBroker:K-ISE,SERUM,M,186,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0003,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,153,mmol/l,iBroker:Na-ISE,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0003,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.18,mmol/l,iBroker:P,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0003,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.9,mmol/l,iBroker:K-ISE,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0004,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,149,mmol/l,iBroker:Na-ISE,SERUM,M,181,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0004,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3,mmol/l,iBroker:P,SERUM,M,181,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0004,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,4.7,mmol/l,iBroker:K-ISE,SERUM,M,181,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0005,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.3,mmol/l,iBroker:P,SERUM,M,199,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0005,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,148,mmol/l,iBroker:Na-ISE,SERUM,M,199,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0005,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,7.1,mmol/l,iBroker:K-ISE,SERUM,M,199,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0006,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,150,mmol/l,iBroker:Na-ISE,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0006,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.28,mmol/l,iBroker:P,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0006,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.6,mmol/l,iBroker:K-ISE,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0007,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.63,mmol/l,iBroker:P,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0007,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,7.8,mmol/l,iBroker:K-ISE,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0007,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,148,mmol/l,iBroker:Na-ISE,SERUM,M,183,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0008,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.71,mmol/l,iBroker:P,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0008,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,150,mmol/l,iBroker:Na-ISE,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0008,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,7,mmol/l,iBroker:K-ISE,SERUM,M,187,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0009,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.6,mmol/l,iBroker:K-ISE,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0009,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,153,mmol/l,iBroker:Na-ISE,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0009,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.51,mmol/l,iBroker:P,SERUM,M,182,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0010,T101352-2,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,150,mmol/l,iBroker:Na-ISE,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0010,T101352-2,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.65,mmol/l,iBroker:P,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101352-2-0010,T101352-2,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.7,mmol/l,iBroker:K-ISE,SERUM,M,193,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER,2014,7,CO2/air
T101546-7-0001,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.65,mmol/l,iBroker:CA-FARBT,SERUM,M,167,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0001,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,149,mmol/l,iBroker:Na-ISE,SERUM,M,167,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0001,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,4.59,mmol/l,iBroker:P,SERUM,M,167,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0001,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.4,mmol/l,iBroker:K-ISE,SERUM,M,167,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0002,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,2.62,mmol/l,iBroker:P,SERUM,M,173,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0002,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,147,mmol/l,iBroker:Na-ISE,SERUM,M,173,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0002,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.64,mmol/l,iBroker:CA-FARBT,SERUM,M,173,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0002,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,4.4,mmol/l,iBroker:K-ISE,SERUM,M,173,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0003,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.57,mmol/l,iBroker:P,SERUM,M,173,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0003,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.65,mmol/l,iBroker:CA-FARBT,SERUM,M,173,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0003,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,150,mmol/l,iBroker:Na-ISE,SERUM,M,173,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0003,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,5.8,mmol/l,iBroker:K-ISE,SERUM,M,173,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0004,T101546-7,4 week,INTRAGASTRIC,Phosphate,PHOS,CLINICAL CHEMISTRY,3.39,mmol/l,iBroker:P,SERUM,M,198,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0004,T101546-7,4 week,INTRAGASTRIC,Sodium,SODIUM,CLINICAL CHEMISTRY,149,mmol/l,iBroker:Na-ISE,SERUM,M,198,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0004,T101546-7,4 week,INTRAGASTRIC,Calcium,CA,CLINICAL CHEMISTRY,2.51,mmol/l,iBroker:CA-FARBT,SERUM,M,198,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
T101546-7-0004,T101546-7,4 week,INTRAGASTRIC,Potassium,K,CLINICAL CHEMISTRY,6.4,mmol/l,iBroker:K-ISE,SERUM,M,198,g,RAT,WISTAR HAN,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),2014,6,CO2/air
