SPREFID,USUBJID,BWORRES,BWORRESU,BWDY,trial_set_description,SEX
T105017-4,T105017-4-0066,215,g,20,Control,F
T105017-4,T105017-4-0066,226,g,26,Control,F
T105017-4,T105017-4-0066,200,g,7,Control,F
T105017-4,T105017-4-0066,205,g,16,Control,F
T105017-4,T105017-4-0084,166,g,3,Dose group 1,F
T105017-4,T105017-4-0084,210,g,27,Dose group 1,F
T105017-4,T105017-4-0084,189,g,12,Dose group 1,F
T105017-4,T105017-4-0084,205,g,21,Dose group 1,F
T105017-4,T105017-4-0084,187,g,8,Dose group 1,F
T105017-4,T105017-4-0084,197,g,17,Dose group 1,F
T105017-4,T105017-4-0084,204,g,28,Dose group 1,F
T105017-4,T105017-4-0084,179,g,4,Dose group 1,F
T105017-4,T105017-4-0084,205,g,22,Dose group 1,F
T105017-4,T105017-4-0084,197,g,13,Dose group 1,F
T105017-4,T105017-4-0084,215,g,29,Dose group 1,F
T105017-4,T105017-4-0084,190,g,9,Dose group 1,F
T105017-4,T105017-4-0084,199,g,23,Dose group 1,F
T105017-4,T105017-4-0084,151,g,-6,Dose group 1,F
T105017-4,T105017-4-0084,202,g,18,Dose group 1,F
T105017-4,T105017-4-0084,217,g,30,Dose group 1,F
T105017-4,T105017-4-0084,182,g,5,Dose group 1,F
T105017-4,T105017-4-0084,199,g,14,Dose group 1,F
T105017-4,T105017-4-0084,198,g,24,Dose group 1,F
T105017-4,T105017-4-0084,172,g,1,Dose group 1,F
T105017-4,T105017-4-0084,189,g,10,Dose group 1,F
T105017-4,T105017-4-0084,204,g,19,Dose group 1,F
T105017-4,T105017-4-0084,205,g,25,Dose group 1,F
T105017-4,T105017-4-0084,182,g,6,Dose group 1,F
T105017-4,T105017-4-0084,198,g,15,Dose group 1,F
T105017-4,T105017-4-0084,174,g,2,Dose group 1,F
T105017-4,T105017-4-0084,207,g,26,Dose group 1,F
T105017-4,T105017-4-0084,187,g,11,Dose group 1,F
T105017-4,T105017-4-0084,199,g,20,Dose group 1,F
T105017-4,T105017-4-0084,173,g,7,Dose group 1,F
T105017-4,T105017-4-0084,192,g,16,Dose group 1,F
T105017-4,T105017-4-0107,199,g,20,Dose group 3,F
T105017-4,T105017-4-0107,178,g,7,Dose group 3,F
T105017-4,T105017-4-0107,198,g,16,Dose group 3,F
T105017-4,T105017-4-0107,209,g,27,Dose group 3,F
T105017-4,T105017-4-0107,200,g,21,Dose group 3,F
T105017-4,T105017-4-0107,170,g,3,Dose group 3,F
T105017-4,T105017-4-0107,184,g,12,Dose group 3,F
T105017-4,T105017-4-0107,180,g,8,Dose group 3,F
T105017-4,T105017-4-0107,198,g,17,Dose group 3,F
T105017-4,T105017-4-0107,211,g,28,Dose group 3,F
T105017-4,T105017-4-0107,201,g,22,Dose group 3,F
T105017-4,T105017-4-0107,165,g,4,Dose group 3,F
T105017-4,T105017-4-0107,188,g,13,Dose group 3,F
T105017-4,T105017-4-0107,211,g,29,Dose group 3,F
T105017-4,T105017-4-0107,159,g,-6,Dose group 3,F
T105017-4,T105017-4-0107,200,g,23,Dose group 3,F
T105017-4,T105017-4-0107,183,g,9,Dose group 3,F
T105017-4,T105017-4-0107,197,g,18,Dose group 3,F
T105017-4,T105017-4-0107,205,g,24,Dose group 3,F
T105017-4,T105017-4-0107,176,g,5,Dose group 3,F
T105017-4,T105017-4-0107,193,g,14,Dose group 3,F
T105017-4,T105017-4-0107,170,g,1,Dose group 3,F
T105017-4,T105017-4-0107,184,g,10,Dose group 3,F
T105017-4,T105017-4-0107,201,g,19,Dose group 3,F
T105017-4,T105017-4-0107,201,g,25,Dose group 3,F
T105017-4,T105017-4-0107,177,g,6,Dose group 3,F
T105017-4,T105017-4-0107,171,g,2,Dose group 3,F
T105017-4,T105017-4-0107,197,g,15,Dose group 3,F
T105017-4,T105017-4-0107,206,g,26,Dose group 3,F
T105017-4,T105017-4-0107,186,g,11,Dose group 3,F
T105017-4,T105017-4-0008,251,g,12,Control,M
T105017-4,T105017-4-0008,289,g,27,Control,M
T105017-4,T105017-4-0008,238,g,8,Control,M
T105017-4,T105017-4-0008,275,g,21,Control,M
T105017-4,T105017-4-0008,270,g,17,Control,M
T105017-4,T105017-4-0008,287,g,28,Control,M
T105017-4,T105017-4-0008,216,g,4,Control,M
T105017-4,T105017-4-0008,255,g,13,Control,M
T105017-4,T105017-4-0008,272,g,22,Control,M
T105017-4,T105017-4-0008,166,g,-6,Control,M
T105017-4,T105017-4-0008,239,g,9,Control,M
T105017-4,T105017-4-0008,274,g,18,Control,M
T105017-4,T105017-4-0008,277,g,23,Control,M
T105017-4,T105017-4-0008,296,g,29,Control,M
T105017-4,T105017-4-0008,221,g,5,Control,M
T105017-4,T105017-4-0008,262,g,14,Control,M
T105017-4,T105017-4-0008,280,g,24,Control,M
T105017-4,T105017-4-0008,198,g,1,Control,M
T105017-4,T105017-4-0008,244,g,10,Control,M
T105017-4,T105017-4-0008,278,g,19,Control,M
T105017-4,T105017-4-0008,229,g,6,Control,M
T105017-4,T105017-4-0008,281,g,25,Control,M
T105017-4,T105017-4-0008,267,g,15,Control,M
T105017-4,T105017-4-0008,206,g,2,Control,M
T105017-4,T105017-4-0008,249,g,11,Control,M
T105017-4,T105017-4-0008,285,g,26,Control,M
T105017-4,T105017-4-0008,275,g,20,Control,M
T105017-4,T105017-4-0008,232,g,7,Control,M
T105017-4,T105017-4-0008,266,g,16,Control,M
T105017-4,T105017-4-0008,211,g,3,Control,M
T105017-4,T105017-4-0038,208,g,3,Dose group 2,M
T105017-4,T105017-4-0038,228,g,7,Dose group 2,M
T105017-4,T105017-4-0038,264,g,16,Dose group 2,M
T105017-4,T105017-4-0038,280,g,20,Dose group 2,M
T105017-4,T105017-4-0038,251,g,12,Dose group 2,M
T105017-4,T105017-4-0038,288,g,27,Dose group 2,M
T105017-4,T105017-4-0038,277,g,21,Dose group 2,M
T105017-4,T105017-4-0038,232,g,8,Dose group 2,M
T105017-4,T105017-4-0038,293,g,28,Dose group 2,M
T105017-4,T105017-4-0038,268,g,17,Dose group 2,M
T105017-4,T105017-4-0038,273,g,22,Dose group 2,M
T105017-4,T105017-4-0038,158,g,-6,Dose group 2,M
T105017-4,T105017-4-0038,210,g,4,Dose group 2,M
T105017-4,T105017-4-0038,255,g,13,Dose group 2,M
T105017-4,T105017-4-0038,298,g,29,Dose group 2,M
T105017-4,T105017-4-0038,236,g,9,Dose group 2,M
T105017-4,T105017-4-0038,275,g,18,Dose group 2,M
T105017-4,T105017-4-0038,280,g,23,Dose group 2,M
T105017-4,T105017-4-0038,214,g,5,Dose group 2,M
T105017-4,T105017-4-0038,260,g,14,Dose group 2,M
T105017-4,T105017-4-0038,280,g,24,Dose group 2,M
T105017-4,T105017-4-0038,238,g,10,Dose group 2,M
T105017-4,T105017-4-0038,279,g,19,Dose group 2,M
T105017-4,T105017-4-0038,198,g,1,Dose group 2,M
T105017-4,T105017-4-0038,281,g,25,Dose group 2,M
T105017-4,T105017-4-0038,223,g,6,Dose group 2,M
T105017-4,T105017-4-0038,271,g,15,Dose group 2,M
T105017-4,T105017-4-0038,200,g,2,Dose group 2,M
T105017-4,T105017-4-0038,287,g,26,Dose group 2,M
T105017-4,T105017-4-0038,247,g,11,Dose group 2,M
T105017-4,T105017-4-0096,196,g,7,Dose group 2,F
T105017-4,T105017-4-0096,211,g,16,Dose group 2,F
T105017-4,T105017-4-0096,211,g,20,Dose group 2,F
T105017-4,T105017-4-0096,188,g,3,Dose group 2,F
T105017-4,T105017-4-0096,223,g,27,Dose group 2,F
T105017-4,T105017-4-0096,201,g,12,Dose group 2,F
T105017-4,T105017-4-0096,219,g,21,Dose group 2,F
T105017-4,T105017-4-0096,193,g,8,Dose group 2,F
T105017-4,T105017-4-0096,220,g,28,Dose group 2,F
T105017-4,T105017-4-0096,211,g,17,Dose group 2,F
T105017-4,T105017-4-0096,182,g,4,Dose group 2,F
T105017-4,T105017-4-0096,222,g,22,Dose group 2,F
T105017-4,T105017-4-0096,209,g,13,Dose group 2,F
T105017-4,T105017-4-0096,231,g,29,Dose group 2,F
T105017-4,T105017-4-0096,173,g,-6,Dose group 2,F
T105017-4,T105017-4-0096,198,g,9,Dose group 2,F
T105017-4,T105017-4-0096,220,g,18,Dose group 2,F
T105017-4,T105017-4-0096,216,g,23,Dose group 2,F
T105017-4,T105017-4-0096,226,g,30,Dose group 2,F
T105017-4,T105017-4-0096,191,g,5,Dose group 2,F
T105017-4,T105017-4-0096,214,g,14,Dose group 2,F
T105017-4,T105017-4-0096,214,g,24,Dose group 2,F
T105017-4,T105017-4-0096,186,g,1,Dose group 2,F
T105017-4,T105017-4-0096,202,g,10,Dose group 2,F
T105017-4,T105017-4-0096,222,g,19,Dose group 2,F
T105017-4,T105017-4-0096,220,g,25,Dose group 2,F
T105017-4,T105017-4-0096,219,g,15,Dose group 2,F
T105017-4,T105017-4-0096,183,g,2,Dose group 2,F
T105017-4,T105017-4-0096,193,g,6,Dose group 2,F
T105017-4,T105017-4-0096,208,g,11,Dose group 2,F
T105017-4,T105017-4-0096,225,g,26,Dose group 2,F
T105017-4,T105017-4-0002,253,g,12,Control,M
T105017-4,T105017-4-0002,238,g,8,Control,M
T105017-4,T105017-4-0002,283,g,21,Control,M
T105017-4,T105017-4-0002,218,g,3,Control,M
T105017-4,T105017-4-0002,270,g,17,Control,M
T105017-4,T105017-4-0002,296,g,28,Control,M
T105017-4,T105017-4-0002,223,g,4,Control,M
T105017-4,T105017-4-0002,258,g,13,Control,M
T105017-4,T105017-4-0002,275,g,22,Control,M
T105017-4,T105017-4-0002,301,g,29,Control,M
T105017-4,T105017-4-0002,180,g,-6,Control,M
T105017-4,T105017-4-0002,243,g,9,Control,M
T105017-4,T105017-4-0002,274,g,18,Control,M
T105017-4,T105017-4-0002,279,g,23,Control,M
T105017-4,T105017-4-0002,226,g,5,Control,M
T105017-4,T105017-4-0002,263,g,14,Control,M
T105017-4,T105017-4-0002,210,g,1,Control,M
T105017-4,T105017-4-0002,246,g,10,Control,M
T105017-4,T105017-4-0002,287,g,24,Control,M
T105017-4,T105017-4-0002,280,g,19,Control,M
T105017-4,T105017-4-0002,229,g,6,Control,M
T105017-4,T105017-4-0002,267,g,15,Control,M
T105017-4,T105017-4-0002,285,g,25,Control,M
T105017-4,T105017-4-0002,216,g,2,Control,M
T105017-4,T105017-4-0002,251,g,11,Control,M
T105017-4,T105017-4-0002,283,g,20,Control,M
T105017-4,T105017-4-0002,292,g,26,Control,M
T105017-4,T105017-4-0002,237,g,7,Control,M
T105017-4,T105017-4-0002,270,g,16,Control,M
T105017-4,T105017-4-0002,295,g,27,Control,M
T105017-4,T105017-4-0039,234,g,3,Dose group 2,M
T105017-4,T105017-4-0039,260,g,7,Dose group 2,M
T105017-4,T105017-4-0039,296,g,16,Dose group 2,M
T105017-4,T105017-4-0039,303,g,20,Dose group 2,M
T105017-4,T105017-4-0039,310,g,27,Dose group 2,M
T105017-4,T105017-4-0039,284,g,12,Dose group 2,M
T105017-4,T105017-4-0039,308,g,21,Dose group 2,M
T105017-4,T105017-4-0039,266,g,8,Dose group 2,M
T105017-4,T105017-4-0039,311,g,28,Dose group 2,M
T105017-4,T105017-4-0039,293,g,17,Dose group 2,M
T105017-4,T105017-4-0039,298,g,22,Dose group 2,M
T105017-4,T105017-4-0039,182,g,-6,Dose group 2,M
T105017-4,T105017-4-0039,242,g,4,Dose group 2,M
T105017-4,T105017-4-0039,289,g,13,Dose group 2,M
T105017-4,T105017-4-0039,320,g,29,Dose group 2,M
T105017-4,T105017-4-0039,271,g,9,Dose group 2,M
T105017-4,T105017-4-0039,299,g,18,Dose group 2,M
T105017-4,T105017-4-0039,303,g,23,Dose group 2,M
T105017-4,T105017-4-0039,246,g,5,Dose group 2,M
T105017-4,T105017-4-0039,285,g,14,Dose group 2,M
T105017-4,T105017-4-0039,306,g,24,Dose group 2,M
T105017-4,T105017-4-0039,272,g,10,Dose group 2,M
T105017-4,T105017-4-0039,300,g,19,Dose group 2,M
T105017-4,T105017-4-0039,224,g,1,Dose group 2,M
T105017-4,T105017-4-0039,306,g,25,Dose group 2,M
T105017-4,T105017-4-0039,251,g,6,Dose group 2,M
T105017-4,T105017-4-0039,295,g,15,Dose group 2,M
T105017-4,T105017-4-0039,226,g,2,Dose group 2,M
T105017-4,T105017-4-0039,277,g,11,Dose group 2,M
T105017-4,T105017-4-0039,308,g,26,Dose group 2,M
T105017-4,T105017-4-0053,223,g,7,Dose group 3,M
T105017-4,T105017-4-0053,261,g,20,Dose group 3,M
T105017-4,T105017-4-0053,207,g,3,Dose group 3,M
T105017-4,T105017-4-0053,252,g,16,Dose group 3,M
T105017-4,T105017-4-0053,277,g,27,Dose group 3,M
T105017-4,T105017-4-0053,239,g,12,Dose group 3,M
T105017-4,T105017-4-0053,262,g,21,Dose group 3,M
T105017-4,T105017-4-0053,230,g,8,Dose group 3,M
T105017-4,T105017-4-0053,255,g,17,Dose group 3,M
T105017-4,T105017-4-0053,270,g,28,Dose group 3,M
T105017-4,T105017-4-0053,167,g,-6,Dose group 3,M
T105017-4,T105017-4-0053,260,g,22,Dose group 3,M
T105017-4,T105017-4-0053,211,g,4,Dose group 3,M
T105017-4,T105017-4-0053,241,g,13,Dose group 3,M
T105017-4,T105017-4-0053,275,g,29,Dose group 3,M
T105017-4,T105017-4-0053,260,g,23,Dose group 3,M
T105017-4,T105017-4-0053,229,g,9,Dose group 3,M
T105017-4,T105017-4-0053,260,g,18,Dose group 3,M
T105017-4,T105017-4-0053,214,g,5,Dose group 3,M
T105017-4,T105017-4-0053,246,g,14,Dose group 3,M
T105017-4,T105017-4-0053,265,g,24,Dose group 3,M
T105017-4,T105017-4-0053,204,g,1,Dose group 3,M
T105017-4,T105017-4-0053,234,g,10,Dose group 3,M
T105017-4,T105017-4-0053,262,g,19,Dose group 3,M
T105017-4,T105017-4-0053,265,g,25,Dose group 3,M
T105017-4,T105017-4-0053,220,g,6,Dose group 3,M
T105017-4,T105017-4-0053,205,g,2,Dose group 3,M
T105017-4,T105017-4-0053,253,g,15,Dose group 3,M
T105017-4,T105017-4-0053,271,g,26,Dose group 3,M
T105017-4,T105017-4-0053,236,g,11,Dose group 3,M
T105017-4,T105017-4-0054,233,g,7,Dose group 3,M
T105017-4,T105017-4-0054,275,g,20,Dose group 3,M
T105017-4,T105017-4-0054,218,g,3,Dose group 3,M
T105017-4,T105017-4-0054,260,g,16,Dose group 3,M
T105017-4,T105017-4-0054,279,g,27,Dose group 3,M
T105017-4,T105017-4-0054,247,g,12,Dose group 3,M
T105017-4,T105017-4-0054,272,g,21,Dose group 3,M
T105017-4,T105017-4-0054,235,g,8,Dose group 3,M
T105017-4,T105017-4-0054,263,g,17,Dose group 3,M
T105017-4,T105017-4-0054,276,g,28,Dose group 3,M
T105017-4,T105017-4-0054,165,g,-6,Dose group 3,M
T105017-4,T105017-4-0054,263,g,22,Dose group 3,M
T105017-4,T105017-4-0054,217,g,4,Dose group 3,M
T105017-4,T105017-4-0054,250,g,13,Dose group 3,M
T105017-4,T105017-4-0054,281,g,29,Dose group 3,M
T105017-4,T105017-4-0054,271,g,23,Dose group 3,M
T105017-4,T105017-4-0054,238,g,9,Dose group 3,M
T105017-4,T105017-4-0054,268,g,18,Dose group 3,M
T105017-4,T105017-4-0054,221,g,5,Dose group 3,M
T105017-4,T105017-4-0054,251,g,14,Dose group 3,M
T105017-4,T105017-4-0054,272,g,24,Dose group 3,M
T105017-4,T105017-4-0054,211,g,1,Dose group 3,M
T105017-4,T105017-4-0054,240,g,10,Dose group 3,M
T105017-4,T105017-4-0054,271,g,19,Dose group 3,M
T105017-4,T105017-4-0054,275,g,25,Dose group 3,M
T105017-4,T105017-4-0054,225,g,6,Dose group 3,M
T105017-4,T105017-4-0054,211,g,2,Dose group 3,M
T105017-4,T105017-4-0054,260,g,15,Dose group 3,M
T105017-4,T105017-4-0054,277,g,26,Dose group 3,M
T105017-4,T105017-4-0054,244,g,11,Dose group 3,M
T105017-4,T105017-4-0071,195,g,3,Control,F
T105017-4,T105017-4-0071,210,g,12,Control,F
T105017-4,T105017-4-0071,227,g,27,Control,F
T105017-4,T105017-4-0071,215,g,21,Control,F
T105017-4,T105017-4-0071,205,g,8,Control,F
T105017-4,T105017-4-0071,206,g,17,Control,F
T105017-4,T105017-4-0071,230,g,28,Control,F
T105017-4,T105017-4-0071,197,g,4,Control,F
T105017-4,T105017-4-0071,200,g,13,Control,F
T105017-4,T105017-4-0071,218,g,22,Control,F
T105017-4,T105017-4-0071,195,g,9,Control,F
T105017-4,T105017-4-0071,217,g,18,Control,F
T105017-4,T105017-4-0071,223,g,29,Control,F
T105017-4,T105017-4-0071,212,g,23,Control,F
T105017-4,T105017-4-0071,228,g,30,Control,F
T105017-4,T105017-4-0071,188,g,5,Control,F
T105017-4,T105017-4-0071,209,g,14,Control,F
T105017-4,T105017-4-0071,177,g,-6,Control,F
T105017-4,T105017-4-0071,220,g,24,Control,F
T105017-4,T105017-4-0071,181,g,1,Control,F
T105017-4,T105017-4-0071,205,g,10,Control,F
T105017-4,T105017-4-0071,222,g,19,Control,F
T105017-4,T105017-4-0071,213,g,25,Control,F
T105017-4,T105017-4-0071,198,g,6,Control,F
T105017-4,T105017-4-0071,214,g,15,Control,F
T105017-4,T105017-4-0071,191,g,2,Control,F
T105017-4,T105017-4-0071,209,g,11,Control,F
T105017-4,T105017-4-0071,220,g,20,Control,F
T105017-4,T105017-4-0071,223,g,26,Control,F
T105017-4,T105017-4-0071,201,g,7,Control,F
T105017-4,T105017-4-0071,214,g,16,Control,F
T105017-4,T105017-4-0091,198,g,7,Dose group 2,F
T105017-4,T105017-4-0091,212,g,16,Dose group 2,F
T105017-4,T105017-4-0091,216,g,20,Dose group 2,F
T105017-4,T105017-4-0091,219,g,27,Dose group 2,F
T105017-4,T105017-4-0091,186,g,3,Dose group 2,F
T105017-4,T105017-4-0091,206,g,12,Dose group 2,F
T105017-4,T105017-4-0091,219,g,21,Dose group 2,F
T105017-4,T105017-4-0091,199,g,8,Dose group 2,F
T105017-4,T105017-4-0091,219,g,28,Dose group 2,F
T105017-4,T105017-4-0091,210,g,17,Dose group 2,F
T105017-4,T105017-4-0091,213,g,22,Dose group 2,F
T105017-4,T105017-4-0091,187,g,4,Dose group 2,F
T105017-4,T105017-4-0091,202,g,13,Dose group 2,F
T105017-4,T105017-4-0091,227,g,29,Dose group 2,F
T105017-4,T105017-4-0091,171,g,-6,Dose group 2,F
T105017-4,T105017-4-0091,196,g,9,Dose group 2,F
T105017-4,T105017-4-0091,205,g,18,Dose group 2,F
T105017-4,T105017-4-0091,211,g,23,Dose group 2,F
T105017-4,T105017-4-0091,190,g,5,Dose group 2,F
T105017-4,T105017-4-0091,203,g,14,Dose group 2,F
T105017-4,T105017-4-0091,215,g,24,Dose group 2,F
T105017-4,T105017-4-0091,216,g,19,Dose group 2,F
T105017-4,T105017-4-0091,182,g,1,Dose group 2,F
T105017-4,T105017-4-0091,193,g,10,Dose group 2,F
T105017-4,T105017-4-0091,212,g,25,Dose group 2,F
T105017-4,T105017-4-0091,183,g,6,Dose group 2,F
T105017-4,T105017-4-0091,209,g,15,Dose group 2,F
T105017-4,T105017-4-0091,176,g,2,Dose group 2,F
T105017-4,T105017-4-0091,200,g,11,Dose group 2,F
T105017-4,T105017-4-0091,209,g,26,Dose group 2,F
T105017-4,T105017-4-0109,212,g,20,Dose group 3,F
T105017-4,T105017-4-0109,193,g,7,Dose group 3,F
T105017-4,T105017-4-0109,208,g,16,Dose group 3,F
T105017-4,T105017-4-0109,218,g,27,Dose group 3,F
T105017-4,T105017-4-0109,211,g,21,Dose group 3,F
T105017-4,T105017-4-0109,189,g,3,Dose group 3,F
T105017-4,T105017-4-0109,199,g,12,Dose group 3,F
T105017-4,T105017-4-0109,204,g,17,Dose group 3,F
T105017-4,T105017-4-0109,214,g,28,Dose group 3,F
T105017-4,T105017-4-0109,195,g,8,Dose group 3,F
T105017-4,T105017-4-0109,214,g,22,Dose group 3,F
T105017-4,T105017-4-0109,188,g,4,Dose group 3,F
T105017-4,T105017-4-0109,201,g,13,Dose group 3,F
T105017-4,T105017-4-0109,220,g,29,Dose group 3,F
T105017-4,T105017-4-0109,172,g,-6,Dose group 3,F
T105017-4,T105017-4-0109,206,g,23,Dose group 3,F
T105017-4,T105017-4-0109,191,g,9,Dose group 3,F
T105017-4,T105017-4-0109,205,g,18,Dose group 3,F
T105017-4,T105017-4-0109,209,g,24,Dose group 3,F
T105017-4,T105017-4-0109,184,g,5,Dose group 3,F
T105017-4,T105017-4-0109,203,g,14,Dose group 3,F
T105017-4,T105017-4-0109,184,g,1,Dose group 3,F
T105017-4,T105017-4-0109,195,g,10,Dose group 3,F
T105017-4,T105017-4-0109,211,g,19,Dose group 3,F
T105017-4,T105017-4-0109,213,g,25,Dose group 3,F
T105017-4,T105017-4-0109,191,g,6,Dose group 3,F
T105017-4,T105017-4-0109,187,g,2,Dose group 3,F
T105017-4,T105017-4-0109,207,g,15,Dose group 3,F
T105017-4,T105017-4-0109,214,g,26,Dose group 3,F
T105017-4,T105017-4-0109,198,g,11,Dose group 3,F
T105017-4,T105017-4-0111,180,g,20,Dose group 3,F
T105017-4,T105017-4-0111,165,g,7,Dose group 3,F
T105017-4,T105017-4-0111,180,g,16,Dose group 3,F
T105017-4,T105017-4-0111,188,g,27,Dose group 3,F
T105017-4,T105017-4-0111,160,g,3,Dose group 3,F
T105017-4,T105017-4-0111,174,g,12,Dose group 3,F
T105017-4,T105017-4-0111,181,g,21,Dose group 3,F
T105017-4,T105017-4-0111,174,g,17,Dose group 3,F
T105017-4,T105017-4-0111,185,g,28,Dose group 3,F
T105017-4,T105017-4-0111,173,g,8,Dose group 3,F
T105017-4,T105017-4-0111,179,g,22,Dose group 3,F
T105017-4,T105017-4-0111,168,g,4,Dose group 3,F
T105017-4,T105017-4-0111,191,g,29,Dose group 3,F
T105017-4,T105017-4-0111,155,g,-6,Dose group 3,F
T105017-4,T105017-4-0111,176,g,13,Dose group 3,F
T105017-4,T105017-4-0111,175,g,23,Dose group 3,F
T105017-4,T105017-4-0111,185,g,30,Dose group 3,F
T105017-4,T105017-4-0111,171,g,9,Dose group 3,F
T105017-4,T105017-4-0111,176,g,18,Dose group 3,F
T105017-4,T105017-4-0111,178,g,24,Dose group 3,F
T105017-4,T105017-4-0111,168,g,5,Dose group 3,F
T105017-4,T105017-4-0111,177,g,14,Dose group 3,F
T105017-4,T105017-4-0111,172,g,1,Dose group 3,F
T105017-4,T105017-4-0111,169,g,10,Dose group 3,F
T105017-4,T105017-4-0111,178,g,19,Dose group 3,F
T105017-4,T105017-4-0111,184,g,25,Dose group 3,F
T105017-4,T105017-4-0111,168,g,6,Dose group 3,F
T105017-4,T105017-4-0111,168,g,2,Dose group 3,F
T105017-4,T105017-4-0111,176,g,15,Dose group 3,F
T105017-4,T105017-4-0111,181,g,26,Dose group 3,F
T105017-4,T105017-4-0111,165,g,11,Dose group 3,F
T105017-4,T105017-4-0114,167,g,3,Dose group 3,F
T105017-4,T105017-4-0114,175,g,7,Dose group 3,F
T105017-4,T105017-4-0114,189,g,16,Dose group 3,F
T105017-4,T105017-4-0114,194,g,20,Dose group 3,F
T105017-4,T105017-4-0114,195,g,27,Dose group 3,F
T105017-4,T105017-4-0114,185,g,12,Dose group 3,F
T105017-4,T105017-4-0114,191,g,21,Dose group 3,F
T105017-4,T105017-4-0114,190,g,17,Dose group 3,F
T105017-4,T105017-4-0114,200,g,28,Dose group 3,F
T105017-4,T105017-4-0114,183,g,8,Dose group 3,F
T105017-4,T105017-4-0114,192,g,22,Dose group 3,F
T105017-4,T105017-4-0114,174,g,4,Dose group 3,F
T105017-4,T105017-4-0114,202,g,29,Dose group 3,F
T105017-4,T105017-4-0114,188,g,13,Dose group 3,F
T105017-4,T105017-4-0114,182,g,23,Dose group 3,F
T105017-4,T105017-4-0114,197,g,30,Dose group 3,F
T105017-4,T105017-4-0114,162,g,-6,Dose group 3,F
T105017-4,T105017-4-0114,182,g,9,Dose group 3,F
T105017-4,T105017-4-0114,192,g,18,Dose group 3,F
T105017-4,T105017-4-0114,190,g,24,Dose group 3,F
T105017-4,T105017-4-0114,173,g,5,Dose group 3,F
T105017-4,T105017-4-0114,191,g,14,Dose group 3,F
T105017-4,T105017-4-0114,173,g,1,Dose group 3,F
T105017-4,T105017-4-0114,179,g,10,Dose group 3,F
T105017-4,T105017-4-0114,187,g,19,Dose group 3,F
T105017-4,T105017-4-0114,194,g,25,Dose group 3,F
T105017-4,T105017-4-0114,172,g,2,Dose group 3,F
T105017-4,T105017-4-0114,177,g,6,Dose group 3,F
T105017-4,T105017-4-0114,188,g,15,Dose group 3,F
T105017-4,T105017-4-0114,195,g,26,Dose group 3,F
T105017-4,T105017-4-0114,177,g,11,Dose group 3,F
T105017-4,T105017-4-0055,302,g,20,Dose group 3,M
T105017-4,T105017-4-0055,228,g,3,Dose group 3,M
T105017-4,T105017-4-0055,247,g,7,Dose group 3,M
T105017-4,T105017-4-0055,289,g,16,Dose group 3,M
T105017-4,T105017-4-0055,309,g,27,Dose group 3,M
T105017-4,T105017-4-0055,269,g,12,Dose group 3,M
T105017-4,T105017-4-0055,300,g,21,Dose group 3,M
T105017-4,T105017-4-0055,254,g,8,Dose group 3,M
T105017-4,T105017-4-0055,289,g,17,Dose group 3,M
T105017-4,T105017-4-0055,305,g,28,Dose group 3,M
T105017-4,T105017-4-0055,295,g,22,Dose group 3,M
T105017-4,T105017-4-0055,181,g,-6,Dose group 3,M
T105017-4,T105017-4-0055,231,g,4,Dose group 3,M
T105017-4,T105017-4-0055,274,g,13,Dose group 3,M
T105017-4,T105017-4-0055,309,g,29,Dose group 3,M
T105017-4,T105017-4-0055,298,g,23,Dose group 3,M
T105017-4,T105017-4-0055,257,g,9,Dose group 3,M
T105017-4,T105017-4-0055,298,g,18,Dose group 3,M
T105017-4,T105017-4-0055,238,g,5,Dose group 3,M
T105017-4,T105017-4-0055,274,g,14,Dose group 3,M
T105017-4,T105017-4-0055,298,g,24,Dose group 3,M
T105017-4,T105017-4-0055,224,g,1,Dose group 3,M
T105017-4,T105017-4-0055,258,g,10,Dose group 3,M
T105017-4,T105017-4-0055,300,g,19,Dose group 3,M
T105017-4,T105017-4-0055,303,g,25,Dose group 3,M
T105017-4,T105017-4-0055,242,g,6,Dose group 3,M
T105017-4,T105017-4-0055,225,g,2,Dose group 3,M
T105017-4,T105017-4-0055,290,g,15,Dose group 3,M
T105017-4,T105017-4-0055,308,g,26,Dose group 3,M
T105017-4,T105017-4-0055,265,g,11,Dose group 3,M
T105017-4,T105017-4-0093,196,g,7,Dose group 2,F
T105017-4,T105017-4-0093,209,g,16,Dose group 2,F
T105017-4,T105017-4-0093,212,g,20,Dose group 2,F
T105017-4,T105017-4-0093,215,g,27,Dose group 2,F
T105017-4,T105017-4-0093,192,g,3,Dose group 2,F
T105017-4,T105017-4-0093,202,g,12,Dose group 2,F
T105017-4,T105017-4-0093,212,g,21,Dose group 2,F
T105017-4,T105017-4-0093,202,g,8,Dose group 2,F
T105017-4,T105017-4-0093,217,g,28,Dose group 2,F
T105017-4,T105017-4-0093,211,g,17,Dose group 2,F
T105017-4,T105017-4-0093,212,g,22,Dose group 2,F
T105017-4,T105017-4-0093,190,g,4,Dose group 2,F
T105017-4,T105017-4-0093,199,g,13,Dose group 2,F
T105017-4,T105017-4-0093,221,g,29,Dose group 2,F
T105017-4,T105017-4-0093,198,g,9,Dose group 2,F
T105017-4,T105017-4-0093,202,g,18,Dose group 2,F
T105017-4,T105017-4-0093,209,g,23,Dose group 2,F
T105017-4,T105017-4-0093,162,g,-6,Dose group 2,F
